"gene_id","chromosome","gene_entrez_id","gene_symbol","gene_name"
"500720934","8",80750,"N4bp1","NEDD4 binding protein 1"
"500720938","8",14322,"Fth-ps3","ferritin heavy chain, pseudogene 3"
"500720939","8",625298,"Rps13-ps1","ribosomal protein S13, pseudogene 1"
"500720950","8",12404,"Cbln1","cerebellin 1 precursor protein"
"500720954","8",94187,"Zfp423","zinc finger protein 423"
"500720960","8",382030,"Cnep1r1","CTD nuclear envelope phosphatase 1 regulatory subunit 1"
"500720962","8",234549,"Heatr3","HEAT repeat containing 3"
"500720964","8",214627,"Papd5","PAP associated domain containing 5"
"500720965","8",11513,"Adcy7","adenylate cyclase 7"
"500720966","8",26992,"Brd7","bromodomain containing 7"
"500720972","8",93960,"Nkd1","naked cuticle 1 homolog (Drosophila)"
"500720973","8",71607,"Snx20","sorting nexin 20"
"500720974","8",257632,"Nod2","nucleotide-binding oligomerization domain containing 2"
"500720975","8",74256,"Cyld","cylindromatosis (turban tumor syndrome)"
"500720978","8",675985,"Rps6-ps2","ribosomal protein S6, pseudogene 2"
"500720981","8",58198,"Sall1","sal-like 1 (Drosophila)"
"500720989","8",244579,"Tox3","TOX high mobility group box family member 3"
"500720997","8",109151,"Chd9","chromodomain helicase DNA binding protein 9"
"500721000","8",19651,"Rbl2","retinoblastoma-like 2"
"500721001","8",14339,"Aktip","thymoma viral proto-oncogene 1 interacting protein"
"500721003","8",244585,"Rpgrip1l","Rpgrip1-like"
"500721007","8",26383,"Fto","fat mass and obesity associated"
"500721008","8",320798,"4831440D22Rik","RIKEN cDNA 4831440D22 gene"
"500721014","8",16373,"Irx3","Iroquois related homeobox 3"
"500721021","8",71296,"Crnde","colorectal neoplasia differentially expressed (non-protein coding)"
"500721022","8",54352,"Irx5","Iroquois related homeobox 5 (Drosophila)"
"500721023","8",64379,"Irx6","Iroquois related homeobox 6 (Drosophila)"
"500721025","8",17390,"Mmp2","matrix metallopeptidase 2"
"500721027","8",270084,"Lpcat2","lysophosphatidylcholine acyltransferase 2"
"500721028","8",69543,"Capns2","calpain, small subunit 2"
"500721030","8",20538,"Slc6a2","solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2"
"500721037","8",13897,"Ces1e","carboxylesterase 1E"
"500721039","8",12623,"Ces1g","carboxylesterase 1G"
"500721042","8",67935,"Ces5a","carboxylesterase 5A"
"500721045","8",14681,"Gnao1","guanine nucleotide binding protein, alpha O"
"500721046","8",75809,"4930488L21Rik","RIKEN cDNA 4930488L21 gene"
"500721048","8",23802,"Amfr","autocrine motility factor receptor"
"500721050","8",68219,"Nudt21","nudix (nucleoside diphosphate linked moiety X)-type motif 21"
"500721051","8",270086,"Ogfod1","2-oxoglutarate and iron-dependent oxygenase domain containing 1"
"500721052","8",67378,"Bbs2","Bardet-Biedl syndrome 2 (human)"
"500721055","8",17751,"Mt3","metallothionein 3"
"500721057","8",17750,"Mt2","metallothionein 2"
"500721058","8",17748,"Mt1","metallothionein 1"
"500721060","8",71805,"Nup93","nucleoporin 93"
"500721061","8",100041555,"Rpl10-ps5","ribosomal protein L10, pseudogene 5"
"500721062","8",723956,"Mir138-2","microRNA 138-2"
"500721063","8",20497,"Slc12a3","solute carrier family 12, member 3"
"500721064","8",64209,"Herpud1","homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1"
"500721065","8",434339,"Ap3s1-ps2","adaptor-related protein complex 3, sigma 1 subunit, pseudogene 2"
"500721066","8",320377,"9330175E14Rik","RIKEN cDNA 9330175E14 gene"
"500721067","8",434341,"Nlrc5","NLR family, CARD domain containing 5"
"500721069","8",234577,"Cpne2","copine II"
"500721071","8",102122,"Fam192a","family with sequence similarity 192, member A"
"500721072","8",67610,"Rspry1","ring finger and SPRY domain containing 1"
"500721074","8",107566,"Arl2bp","ADP-ribosylation factor-like 2 binding protein"
"500721075","8",67801,"Pllp","plasma membrane proteolipid"
"500721077","8",360131,"Gnb1-ps3","guanine nucleotide binding protein (G protein), beta 1, pseudogene 3"
"500721078","8",20312,"Cx3cl1","chemokine (C-X3-C motif) ligand 1"
"500721079","8",20295,"Ccl17","chemokine (C-C motif) ligand 17"
"500721080","8",109006,"Ciapin1","cytokine induced apoptosis inhibitor 1"
"500721082","8",67914,"Coq9","coenzyme Q9 homolog (yeast)"
"500721083","8",20021,"Polr2c","polymerase (RNA) II (DNA directed) polypeptide C"
"500721084","8",114255,"Dok4","docking protein 4"
"500721085","8",234582,"Ccdc102a","coiled-coil domain containing 102A"
"500721087","8",382045,"Gpr114","G protein-coupled receptor 114"
"500721089","8",14766,"Gpr56","G protein-coupled receptor 56"
"500721090","8",54672,"Gpr97","G protein-coupled receptor 97"
"500721092","8",74187,"Katnb1","katanin p80 (WD40-containing) subunit B 1"
"500721093","8",16582,"Kifc3","kinesin family member C3"
"500721097","8",333329,"Cngb1","cyclic nucleotide gated channel beta 1"
"500721099","8",73407,"Tepp","testis, prostate and placenta expressed"
"500721100","8",79233,"Zfp319","zinc finger protein 319"
"500721101","8",101985,"Usb1","U6 snRNA biogenesis 1"
"500721102","8",17388,"Mmp15","matrix metallopeptidase 15"
"500721103","8",14894,"Cfap20","cilia and flagella associated protein 20"
"500721104","8",13000,"Csnk2a2","casein kinase 2, alpha prime polypeptide"
"500721105","8",71040,"4933406B17Rik","RIKEN cDNA 4933406B17 gene"
"500721106","8",244608,"Ccdc113","coiled-coil domain containing 113"
"500721110","8",78833,"Gins3","GINS complex subunit 3 (Psf3 homolog)"
"500721114","8",234593,"Ndrg4","N-myc downstream regulated gene 4"
"500721115","8",66083,"Setd6","SET domain containing 6"
"500721116","8",234594,"Cnot1","CCR4-NOT transcription complex, subunit 1"
"500721118","8",319960,"4930513N10Rik","RIKEN cDNA 4930513N10 gene"
"500721122","8",234595,"Slc38a7","solute carrier family 38, member 7"
"500721123","8",14719,"Got2","glutamatic-oxaloacetic transaminase 2, mitochondrial"
"500721136","8",12564,"Cdh8","cadherin 8"
"500721138","8",234624,"A330008L17Rik","RIKEN cDNA A330008L17 gene"
"500721147","8",12552,"Cdh11","cadherin 11"
"500721164","8",65115,"Bean1","brain expressed, associated with Nedd4, 1"
"500721165","8",57813,"Tk2","thymidine kinase 2, mitochondrial"
"500721166","8",75458,"Cklf","chemokine-like factor"
"500721167","8",73381,"Cmtm2a","CKLF-like MARVEL transmembrane domain containing 2A"
"500721170","8",68119,"Cmtm3","CKLF-like MARVEL transmembrane domain containing 3"
"500721171","8",97487,"Cmtm4","CKLF-like MARVEL transmembrane domain containing 4"
"500721172","8",234663,"Dync1li2","dynein, cytoplasmic 1 light intermediate chain 2"
"500721173","8",320022,"Ccdc79","coiled-coil domain containing 79"
"500721174","8",234664,"Nae1","NEDD8 activating enzyme E1 subunit 1"
"500721175","8",12354,"Car7","carbonic anhydrase 7"
"500721177","8",382051,"Pdp2","pyruvate dehyrogenase phosphatase catalytic subunit 2"
"500721178","8",12556,"Cdh16","cadherin 16"
"500721179","8",56437,"Rrad","Ras-related associated with diabetes"
"500721181","8",68523,"Fam96b","family with sequence similarity 96, member B"
"500721188","8",442809,"4932416K20Rik","RIKEN cDNA 4932416K20 gene"
"500721189","8",234669,"Ces2b","carboxyesterase 2B"
"500721191","8",17186,"Matr3-ps2","matrin 3, pseudogene 2"
"500721198","8",71903,"Ces2f","carboxylesterase 2F"
"500721199","8",72361,"Ces2g","carboxylesterase 2G"
"500721206","8",12400,"Cbfb","core binding factor beta"
"500721207","8",234678,"D230025D16Rik","RIKEN cDNA D230025D16 gene"
"500721208","8",97440,"B3gnt9","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9"
"500721209","8",71609,"Tradd","TNFRSF1A-associated via death domain"
"500721210","8",50788,"Fbxl8","F-box and leucine-rich repeat protein 8"
"500721211","8",26386,"Hsf4","heat shock transcription factor 4"
"500721212","8",78688,"Nol3","nucleolar protein 3 (apoptosis repressor with CARD domain)"
"500721213","8",74356,"4931428F04Rik","RIKEN cDNA 4931428F04 gene"
"500721214","8",277978,"Exoc3l","exocyst complex component 3-like"
"500721216","8",104394,"E2f4","E2F transcription factor 4"
"500721217","8",234683,"Elmo3","engulfment and cell motility 3"
"500721219","8",234684,"Lrrc29","leucine rich repeat containing 29"
"500721220","8",66320,"Tmem208","transmembrane protein 208"
"500721221","8",234686,"Fhod1","formin homology 2 domain containing 1"
"500721222","8",277973,"Slc9a5","solute carrier family 9 (sodium/hydrogen exchanger), member 5"
"500721223","8",102075,"Plekhg4","pleckstrin homology domain containing, family G (with RhoGef domain) member 4"
"500721224","8",279499,"Kctd19","potassium channel tetramerisation domain containing 19"
"500721225","8",270091,"Lrrc36","leucine rich repeat containing 36"
"500721226","8",67971,"Tppp3","tubulin polymerization-promoting protein family member 3"
"500721227","8",70796,"Zdhhc1","zinc finger, DHHC domain containing 1"
"500721229","8",15484,"Hsd11b2","hydroxysteroid 11-beta dehydrogenase 2"
"500721230","8",11972,"Atp6v0d1","ATPase, H+ transporting, lysosomal V0 subunit D1"
"500721231","8",11604,"Agrp","agouti related protein"
"500721233","8",75687,"Fam65a","family with sequence similarity 65, member A"
"500721234","8",100316712,"Mir1966","microRNA 1966"
"500721236","8",13018,"Ctcf","CCCTC-binding factor"
"500721239","8",234695,"Rltpr","RGD motif, leucine rich repeats, tropomodulin domain and proline-rich containing"
"500721240","8",497652,"Acd","adrenocortical dysplasia"
"500721241","8",56513,"Pard6a","par-6 family cell polarity regulator alpha"
"500721242","8",102124,"Enkd1","enkurin domain containing 1"
"500721243","8",71046,"4933405L10Rik","RIKEN cDNA 4933405L10 gene"
"500721244","8",70575,"Gfod2","glucose-fructose oxidoreductase domain containing 2"
"500721245","8",74334,"Ranbp10","RAN binding protein 10"
"500721246","8",72236,"Tsnaxip1","translin-associated factor X (Tsnax) interacting protein 1"
"500721247","8",320394,"Cenpt","centromere protein T"
"500721248","8",59016,"Thap11","THAP domain containing 11"
"500721249","8",68051,"Nutf2","nuclear transport factor 2"
"500721250","8",234699,"Edc4","enhancer of mRNA decapping 4"
"500721251","8",234700,"Nrn1l","neuritin 1-like"
"500721252","8",244631,"Pskh1","protein serine kinase H1"
"500721253","8",109660,"Ctrl","chymotrypsin-like"
"500721254","8",19171,"Psmb10","proteasome (prosome, macropain) subunit, beta type 10"
"500721255","8",16816,"Lcat","lecithin cholesterol acyltransferase"
"500721256","8",20498,"Slc12a4","solute carrier family 12, member 4"
"500721260","8",319446,"Dpep2","dipeptidase 2"
"500721261","8",71986,"Ddx28","DEAD (Asp-Glu-Ala-Asp) box polypeptide 28"
"500721262","8",66369,"Dus2","dihydrouridine synthase 2"
"500721263","8",18021,"Nfatc3","nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3"
"500721264","8",77411,"Esrp2","epithelial splicing regulatory protein 2"
"500721266","8",192654,"Pla2g15","phospholipase A2, group XV"
"500721267","8",330836,"Slc7a6","solute carrier family 7 (cationic amino acid transporter, y+ system), member 6"
"500721268","8",66432,"Slc7a6os","solute carrier family 7, member 6 opposite strand"
"500721269","8",214572,"Prmt7","protein arginine N-methyltransferase 7"
"500721270","8",58994,"Smpd3","sphingomyelin phosphodiesterase 3, neutral"
"500721274","8",22751,"Zfp90","zinc finger protein 90"
"500721277","8",68692,"1110028F18Rik","RIKEN cDNA 1110028F18 gene"
"500721279","8",12550,"Cdh1","cadherin 1"
"500721280","8",272538,"Tango6","transport and golgi organization 6"
"500721282","8",15118,"Has3","hyaluronan synthase 3"
"500721283","8",214987,"Chtf8","CTF8, chromosome transmission fidelity factor 8"
"500721284","8",21771,"Cirh1a","cirrhosis, autosomal recessive 1A (human)"
"500721285","8",234703,"Rpl10-ps2","ribosomal protein L10, pseudogene 2"
"500721286","8",20650,"Sntb2","syntrophin, basic 2"
"500721288","8",116733,"Vps4a","vacuolar protein sorting 4a (yeast)"
"500721290","8",68023,"Pdf","peptide deformylase (mitochondrial)"
"500721291","8",97484,"Cog8","component of oligomeric golgi complex 8"
"500721292","8",66164,"Nip7","nuclear import 7 homolog (S. cerevisiae)"
"500721293","8",66269,"Tmed6","transmembrane emp24 protein transport domain containing 6"
"500721294","8",21750,"Terf2","telomeric repeat binding factor 2"
"500721297","8",66427,"Cyb5b","cytochrome b5 type B"
"500721298","8",67644,"4930517G24Rik","RIKEN cDNA 4930517G24 gene"
"500721299","8",100042791,"Rps18-ps3","ribosomal protein S18, pseudogene 3"
"500721300","8",54446,"Nfat5","nuclear factor of activated T cells 5"
"500721301","8",18104,"Nqo1","NAD(P)H dehydrogenase, quinone 1"
"500721302","8",67619,"Nob1","NIN1/RPN12 binding protein 1 homolog (S. cerevisiae)"
"500721303","8",66894,"Wwp2","WW domain containing E3 ubiquitin protein ligase 2"
"500721304","8",100042812,"Rps26-ps1","ribosomal protein S26, pseudogene 1"
"500721307","8",17463,"Psmd7","proteasome (prosome, macropain) 26S subunit, non-ATPase, 7"
"500721315","8",109215,"3010033K07Rik","RIKEN cDNA 3010033K07 gene"
"500721318","8",11906,"Zfhx3","zinc finger homeobox 3"
"500721323","8",628686,"D030068K23Rik","RIKEN cDNA D030068K23 gene"
"500721326","8",56523,"Pmfbp1","polyamine modulated factor 1 binding protein 1"
"500721329","8",64340,"Dhx38","DEAH (Asp-Glu-Ala-His) box polypeptide 38"
"500721330","8",234723,"Txnl4b","thioredoxin-like 4B"
"500721331","8",15439,"Hp","haptoglobin"
"500721333","8",56749,"Dhodh","dihydroorotate dehydrogenase"
"500721334","8",244646,"Pkd1l3","polycystic kidney disease 1 like 3"
"500721335","8",71955,"Ist1","increased sodium tolerance 1 homolog (yeast)"
"500721336","8",75871,"Zfp821","zinc finger protein 821"
"500721338","8",52335,"Atxn1l","ataxin 1-like"
"500721340","8",11765,"Ap1g1","adaptor protein complex AP-1, gamma 1 subunit"
"500721343","8",244650,"Phlpp2","PH domain and leucine rich repeat protein phosphatase 2"
"500721344","8",73608,"Marveld3","MARVEL (membrane-associating) domain containing 3"
"500721345","8",234724,"Tat","tyrosine aminotransferase"
"500721346","8",73437,"1700064F23Rik","RIKEN cDNA 1700064F23 gene"
"500721349","8",234725,"Zfp612","zinc finger protein 612"
"500721352","8",12308,"Calb2","calbindin 2"
"500721353","8",234728,"Cmtr2","cap methyltransferase 2"
"500721356","8",244653,"Hydin","HYDIN, axonemal central pair apparatus protein"
"500721359","8",234729,"Vac14","Vac14 homolog (S. cerevisiae)"
"500721360","8",244654,"Mtss1l","metastasis suppressor 1-like"
"500721361","8",76527,"Il34","interleukin 34"
"500721365","8",101943,"Sf3b3","splicing factor 3b, subunit 3"
"500721367","8",102339,"Cog4","component of oligomeric golgi complex 4"
"500721368","8",234730,"Fuk","fucokinase"
"500721369","8",20444,"St3gal2","ST3 beta-galactoside alpha-2,3-sialyltransferase 2"
"500721371","8",13680,"Ddx19a","DEAD (Asp-Glu-Ala-Asp) box polypeptide 19a"
"500721372","8",234733,"Ddx19b","DEAD (Asp-Glu-Ala-Asp) box polypeptide 19b"
"500721373","8",100628592,"Mir3473d","microRNA 3473d"
"500721374","8",234734,"Aars","alanyl-tRNA synthetase"
"500721375","8",72544,"Exosc6","exosome component 6"
"500721377","8",353287,"Clec18a","C-type lectin domain family 18, member A"
"500721378","8",319518,"Pdpr","pyruvate dehydrogenase phosphatase regulatory subunit"
"500721379","8",434350,"9430091E24Rik","RIKEN cDNA 9430091E24 gene"
"500721380","8",20340,"Glg1","golgi apparatus protein 1"
"500721381","8",234736,"Rfwd3","ring finger and WD repeat domain 3"
"500721384","8",338521,"Fa2h","fatty acid 2-hydroxylase"
"500721385","8",319481,"Wdr59","WD repeat domain 59"
"500721386","8",102466970,"Mir1957b","microRNA 1957b"
"500721388","8",170737,"Znrf1","zinc and ring finger 1"
"500721389","8",52815,"Ldhd","lactate dehydrogenase D"
"500721390","8",22640,"Zfp1","zinc finger protein 1"
"500721393","8",12927,"Bcar1","breast cancer anti-estrogen resistance 1"
"500721395","8",23837,"Cfdp1","craniofacial development protein 1"
"500721396","8",66817,"Tmem170","transmembrane protein 170"
"500721397","8",56773,"Chst5","carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 5"
"500721398","8",234740,"Tmem231","transmembrane protein 231"
"500721401","8",93739,"Gabarapl2","gamma-aminobutyric acid (GABA) A receptor-associated protein-like 2"
"500721402","8",30947,"Adat1","adenosine deaminase, tRNA-specific 1"
"500721403","8",85305,"Kars","lysyl-tRNA synthetase"
"500721404","8",57321,"Terf2ip","telomeric repeat binding factor 2, interacting protein"
"500721412","8",170571,"Cntnap4","contactin associated protein-like 4"
"500721417","8",78048,"4930571O06Rik","RIKEN cDNA 4930571O06 gene"
"500721420","8",270096,"Mon1b","MON1 homolog b (yeast)"
"500721421","8",668110,"Syce1l","synaptonemal complex central element protein 1 like"
"500721423","8",208936,"Adamts18","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18"
"500721425","8",67528,"Nudt7","nudix (nucleoside diphosphate linked moiety X)-type motif 7"
"500721427","8",270097,"Vat1l","vesicle amine transport protein 1 homolog-like (T. californica)"
"500721428","8",71122,"4933408N05Rik","RIKEN cDNA 4933408N05 gene"
"500721431","8",80707,"Wwox","WW domain-containing oxidoreductase"
"500721437","8",17132,"Maf","avian musculoaponeurotic fibrosarcoma (v-maf) AS42 oncogene homolog"
"500721447","8",75465,"Dynlrb2","dynein light chain roadblock-type 2"
"500721449","8",75796,"Cdyl2","chromodomain protein, Y chromosome-like 2"
"500721451","8",78213,"4930563M20Rik","RIKEN cDNA 4930563M20 gene"
"500721454","8",66531,"Cmc2","COX assembly mitochondrial protein 2"
"500721455","8",72155,"Cenpn","centromere protein N"
"500721456","8",234776,"Atmin","ATM interactor"
"500721457","8",69528,"1700030J22Rik","RIKEN cDNA 1700030J22 gene"
"500721458","8",68133,"Gcsh","glycine cleavage system protein H (aminomethyl carrier)"
"500721459","8",76645,"Pkd1l2","polycystic kidney disease 1 like 2"
"500721462","8",63857,"Bco1","beta-carotene oxygenase 1"
"500721463","8",209239,"Gan","giant axonal neuropathy"
"500721464","8",74440,"Cmip","c-Maf inducing protein"
"500721467","8",102465653,"Mir7078","microRNA 7078"
"500721468","8",234779,"Plcg2","phospholipase C, gamma 2"
"500721469","8",74032,"Sdr42e1","short chain dehydrogenase/reductase family 42E, member 1"
"500721475","8",68533,"Mphosph6","M phase phosphoprotein 6"
"500721477","8",12554,"Cdh13","cadherin 13"
"500721480","8",68196,"Hsbp1","heat shock factor binding protein 1"
"500721481","8",56690,"Mlycd","malonyl-CoA decarboxylase"
"500721483","8",71839,"Osgin1","oxidative stress induced growth inhibitor 1"
"500721484","8",117148,"Necab2","N-terminal EF-hand calcium binding protein 2"
"500721485","8",234788,"Slc38a8","solute carrier family 38, member 8"
"500721486","8",56453,"Mbtps1","membrane-bound transcription factor peptidase, site 1"
"500721487","8",72552,"Hsdl1","hydroxysteroid dehydrogenase like 1"
"500721488","8",68270,"Dnaaf1","dynein, axonemal assembly factor 1"
"500721489","8",21341,"Taf1c","TATA box binding protein (Tbp)-associated factor, RNA polymerase I, C"
"500721490","8",628061,"Rps13-ps4","ribosomal protein S13, pseudogene 4"
"500721491","8",75773,"Adad2","adenosine deaminase domain containing 2"
"500721492","8",66733,"Kcng4","potassium voltage-gated channel, subfamily G, member 4"
"500721494","8",67866,"Wfdc1","WAP four-disulfide core domain 1"
"500721495","8",69047,"Atp2c2","ATPase, Ca++ transporting, type 2C, member 2"
"500721496","8",74347,"Tldc1","TBC/LysM associated domain containing 1"
"500721497","8",72042,"Cotl1","coactosin-like 1 (Dictyostelium)"
"500721498","8",234796,"Klhl36","kelch-like 36"
"500721499","8",22224,"Usp10","ubiquitin specific peptidase 10"
"500721500","8",78892,"Crispld2","cysteine-rich secretory protein LCCL domain containing 2"
"500721501","8",102193,"Zdhhc7","zinc finger, DHHC domain containing 7"
"500721502","8",234797,"6430548M08Rik","RIKEN cDNA 6430548M08 gene"
"500721503","8",436062,"Fam92b","family with sequence similarity 92, member B"
"500721504","8",434353,"A330074K22Rik","RIKEN cDNA A330074K22 gene"
"500721505","8",382034,"Gse1","genetic suppressor element 1"
"500721511","8",272551,"Gins2","GINS complex subunit 2 (Psf2 homolog)"
"500721513","8",68918,"1190005I06Rik","RIKEN cDNA 1190005I06 gene"
"500721515","8",18117,"Emc8","ER membrane protein complex subunit 8"
"500721516","8",12857,"Cox4i1","cytochrome c oxidase subunit IV isoform 1"
"500721519","8",15900,"Irf8","interferon regulatory factor 8"
"500721528","8",68790,"Fendrr","Foxf1 adjacent non-coding developmental regulatory RNA"
"500721529","8",15227,"Foxf1","forkhead box F1"
"500721530","8",234814,"Mthfsd","methenyltetrahydrofolate synthetase domain containing"
"500721532","8",14241,"Foxl1","forkhead box L1"
"500721539","8",76405,"1700018B08Rik","RIKEN cDNA 1700018B08 gene"
"500721541","8",76454,"Fbxo31","F-box protein 31"
"500721543","8",67443,"Map1lc3b","microtubule-associated protein 1 light chain 3 beta"
"500721544","8",142682,"Zcchc14","zinc finger, CCHC domain containing 14"
"500721546","8",57340,"Jph3","junctophilin 3"
"500721547","8",234825,"Klhdc4","kelch domain containing 4"
"500721551","8",20539,"Slc7a5","solute carrier family 7 (cationic amino acid transporter, y+ system), member 5"
"500721553","8",407789,"BC048644","cDNA sequence BC048644"
"500721554","8",12352,"Car5a","carbonic anhydrase 5a, mitochondrial"
"500721555","8",53325,"Banp","BTG3 associated nuclear protein"
"500721563","8",22761,"Zfpm1","zinc finger protein, multitype 1"
"500721564","8",170732,"Trhr2","thyrotropin releasing hormone receptor 2"
"500721566","8",76014,"Zc3h18","zinc finger CCCH-type containing 18"
"500721567","8",234836,"Il17c","interleukin 17C"
"500721568","8",13057,"Cyba","cytochrome b-245, alpha polypeptide"
"500721569","8",192156,"Mvd","mevalonate (diphospho) decarboxylase"
"500721570","8",100689703,"9330133O14Rik","RIKEN cDNA 9330133O14 gene"
"500721572","8",30927,"Snai3","snail family zinc finger 3"
"500721573","8",68718,"Rnf166","ring finger protein 166"
"500721575","8",66965,"Ctu2","cytosolic thiouridylase subunit 2 homolog (S. pombe)"
"500721576","8",234839,"Piezo1","piezo-type mechanosensitive ion channel component 1"
"500721578","8",67177,"Cdt1","chromatin licensing and DNA replication factor 1"
"500721579","8",11821,"Aprt","adenine phosphoribosyl transferase"
"500721580","8",50917,"Galns","galactosamine (N-acetyl)-6-sulfate sulfatase"
"500721582","8",59005,"Trappc2l","trafficking protein particle complex 2-like"
"500721585","8",12398,"Cbfa2t3","core-binding factor, runt domain, alpha subunit 2, translocated to, 3 (human)"
"500721586","8",319463,"C230057M02Rik","RIKEN cDNA C230057M02 gene"
"500721589","8",257633,"Acsf3","acyl-CoA synthetase family member 3"
"500721592","8",12555,"Cdh15","cadherin 15"
"500721595","8",77087,"Ankrd11","ankyrin repeat domain 11"
"500721598","8",100503178,"2810013P06Rik","RIKEN cDNA 2810013P06 gene"
"500721600","8",234847,"Spg7","spastic paraplegia 7 homolog (human)"
"500721601","8",270106,"Rpl13","ribosomal protein L13"
"500721603","8",102465654,"Mir7079","microRNA 7079"
"500721604","8",102278,"Cpne7","copine VII"
"500721609","8",234852,"Chmp1a","charged multivesicular body protein 1A"
"500721610","8",100503211,"Rps12-ps9","ribosomal protein S12, pseudogene 9"
"500721611","8",320869,"Spata33","spermatogenesis associated 33"
"500721612","8",234854,"Cdk10","cyclin-dependent kinase 10"
"500721613","8",78779,"Spata2l","spermatogenesis associated 2-like"
"500721614","8",71186,"4933417D19Rik","RIKEN cDNA 4933417D19 gene"
"500721615","8",72325,"Vps9d1","VPS9 domain containing 1"
"500721616","8",57247,"Zfp276","zinc finger protein (C2H2 type) 276"
"500721617","8",14087,"Fanca","Fanconi anemia, complementation group A"
"500721620","8",234857,"Spire2","spire homolog 2 (Drosophila)"
"500721621","8",66855,"Tcf25","transcription factor 25 (basic helix-loop-helix)"
"500721622","8",17199,"Mc1r","melanocortin 1 receptor"
"500721623","8",22152,"Tubb3","tubulin, beta 3 class III"
"500721624","8",23854,"Def8","differentially expressed in FDCP 8"
"500721626","8",114896,"Afg3l1","AFG3-like AAA ATPase 1"
"500721627","8",72185,"Dbndd1","dysbindin (dystrobrevin binding protein 1) domain containing 1"
"500721628","8",104346,"Gas8","growth arrest specific 8"
"500721629","8",100861471,"n-R5s100","nuclear encoded rRNA 5S 100"
"500721630","8",100861472,"n-R5s103","nuclear encoded rRNA 5S 103"
"500721631","8",100861473,"n-R5s104","nuclear encoded rRNA 5S 104"
"500721632","8",100861474,"n-R5s105","nuclear encoded rRNA 5S 105"
"500721633","8",100861475,"n-R5s108","nuclear encoded rRNA 5S 108"
"500721634","8",100861477,"n-R5s110","nuclear encoded rRNA 5S 110"
"500721635","8",100861478,"n-R5s111","nuclear encoded rRNA 5S 111"
"500721636","8",100861479,"n-R5s113","nuclear encoded rRNA 5S 113"
"500721638","8",100861481,"n-R5s117","nuclear encoded rRNA 5S 117"
"500721639","8",100861482,"n-R5s121","nuclear encoded rRNA 5S 121"
"500721640","8",100861483,"n-R5s122","nuclear encoded rRNA 5S 122"
"500721641","8",100861484,"n-R5s123","nuclear encoded rRNA 5S 123"
"500721642","8",100861486,"n-R5s124","nuclear encoded rRNA 5S 124"
"500721643","8",100861487,"n-R5s128","nuclear encoded rRNA 5S 128"
"500721645","8",100861489,"n-R5s133","nuclear encoded rRNA 5S 133"
"500721646","8",100861490,"n-R5s134","nuclear encoded rRNA 5S 134"
"500721647","8",19804,"Rn5s","5S RNA"
"500721648","8",100861491,"n-R5s136","nuclear encoded rRNA 5S 136"
"500721649","8",19805,"Rn5s-ps1","5S RNA, pseudogene 1"
"500721650","8",100861492,"n-R5s138","nuclear encoded rRNA 5S 138"
"500721651","8",100861493,"n-R5s139","nuclear encoded rRNA 5S 139"
"500721653","8",100861495,"n-R5s141","nuclear encoded rRNA 5S 141"
"500721654","8",100861496,"n-R5s142","nuclear encoded rRNA 5S 142"
"500721655","8",100861497,"n-R5s143","nuclear encoded rRNA 5S 143"
"500721656","8",100861498,"n-R5s144","nuclear encoded rRNA 5S 144"
"500721658","8",100861500,"n-R5s146","nuclear encoded rRNA 5S 146"
"500721661","8",100861503,"n-R5s149","nuclear encoded rRNA 5S 149"
"500721665","8",69581,"Rhou","ras homolog gene family, member U"
"500721672","8",100042484,"4732419C18Rik","RIKEN cDNA 4732419C18 gene"
"500721674","8",19341,"Rab4a","RAB4A, member RAS oncogene family"
"500721676","8",73420,"Ccsap","centriole, cilia and spindle associated protein"
"500721680","8",11459,"Acta1","actin, alpha 1, skeletal muscle"
"500721682","8",234865,"Nup133","nucleoporin 133"
"500721684","8",56199,"Abcb10","ATP-binding cassette, sub-family B (MDR/TAP), member 10"
"500721685","8",102162,"Taf5l","TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor"
"500721687","8",382038,"Urb2","URB2 ribosome biogenesis 2 homolog (S. cerevisiae)"
"500721694","8",108148,"Galnt2","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2"
"500721695","8",209966,"Pgbd5","piggyBac transposable element derived 5"
"500721696","8",78524,"C330016L05Rik","RIKEN cDNA C330016L05 gene"
"500721699","8",76332,"Cog2","component of oligomeric golgi complex 2"
"500721700","8",11606,"Agt","angiotensinogen (serpin peptidase inhibitor, clade A, member 8)"
"500721701","8",73647,"Capn9","calpain 9"
"500721702","8",69551,"2310022B05Rik","RIKEN cDNA 2310022B05 gene"
"500721703","8",234875,"Ttc13","tetratricopeptide repeat domain 13"
"500721706","8",68865,"Arv1","ARV1 homolog (yeast)"
"500721707","8",69627,"Fam89a","family with sequence similarity 89, member A"
"500721709","8",330863,"Trim67","tripartite motif-containing 67"
